,id,authors,title,categories,abstract,versions,first_category,v1_date,LM_related_terms,mentions_LM_keyword,cluster,domains,industry,academic,above_pred_female_threshold,inferred_female_frac_nqg_uncertainty_threshold_0.100,citationCount,percentile_rank_in_3_month_window,percentile_rank_in_12_month_window,n_authors,percentile_rank_in_6_month_window
4327,arXiv:2104.08691,"['Brian Lester', 'Rami Al-Rfou', 'Noah Constant']",The Power of Scale for Parameter-Efficient Prompt Tuning,['cs.CL'],"  In this work, we explore ""prompt tuning"", a simple yet effective mechanism
for learning ""soft prompts"" to condition frozen language models to perform
specific downstream tasks. Unlike the discrete text prompts used by GPT-3, soft
prompts are learned through backpropagation and can be tuned to incorporate
signal from any number of labeled examples. Our end-to-end learned approach
outperforms GPT-3's ""few-shot"" learning by a large margin. More remarkably,
through ablations on model size using T5, we show that prompt tuning becomes
more competitive with scale: as models exceed billions of parameters, our
method ""closes the gap"" and matches the strong performance of model tuning
(where all model weights are tuned). This finding is especially relevant in
that large models are costly to share and serve, and the ability to reuse one
frozen model for multiple downstream tasks can ease this burden. Our method can
be seen as a simplification of the recently proposed ""prefix tuning"" of Li and
Liang (2021), and we provide a comparison to this and other similar approaches.
Finally, we show that conditioning a frozen model with soft prompts confers
benefits in robustness to domain transfer, as compared to full model tuning.
","[{'version': 'v1', 'created': 'Sun, 18 Apr 2021 03:19:26 GMT'}, {'version': 'v2', 'created': 'Thu, 2 Sep 2021 17:34:41 GMT'}]",cs.CL,2021-04-18 03:19:26,"['language model', 'GPT-3']",True,Prompts & In-Context Learning,['google.com'],True,False,False,0.0,1359.0,0.9965714285714286,0.9959893048128342,3,0.9950106913756237
4882,arXiv:2106.08254,"['Hangbo Bao', 'Li Dong', 'Songhao Piao', 'Furu Wei']",BEiT: BERT Pre-Training of Image Transformers,"['cs.CV', 'cs.LG']","  We introduce a self-supervised vision representation model BEiT, which stands
for Bidirectional Encoder representation from Image Transformers. Following
BERT developed in the natural language processing area, we propose a masked
image modeling task to pretrain vision Transformers. Specifically, each image
has two views in our pre-training, i.e, image patches (such as 16x16 pixels),
and visual tokens (i.e., discrete tokens). We first ""tokenize"" the original
image into visual tokens. Then we randomly mask some image patches and fed them
into the backbone Transformer. The pre-training objective is to recover the
original visual tokens based on the corrupted image patches. After pre-training
BEiT, we directly fine-tune the model parameters on downstream tasks by
appending task layers upon the pretrained encoder. Experimental results on
image classification and semantic segmentation show that our model achieves
competitive results with previous pre-training methods. For example, base-size
BEiT achieves 83.2% top-1 accuracy on ImageNet-1K, significantly outperforming
from-scratch DeiT training (81.8%) with the same setup. Moreover, large-size
BEiT obtains 86.3% only using ImageNet-1K, even outperforming ViT-L with
supervised pre-training on ImageNet-22K (85.2%). The code and pretrained models
are available at https://aka.ms/beit.
","[{'version': 'v1', 'created': 'Tue, 15 Jun 2021 16:02:37 GMT'}, {'version': 'v2', 'created': 'Sat, 3 Sep 2022 14:11:33 GMT'}]",cs.CV,2021-06-15 16:02:37,['BERT'],True,Vision-Language Models,['microsoft.com'],True,False,False,0.0,1309.0,0.9954285714285714,0.9953208556149733,4,0.9942979330007128
4903,arXiv:2106.09685,"['Edward J. Hu', 'Yelong Shen', 'Phillip Wallis', 'Zeyuan Allen-Zhu', 'Yuanzhi Li', 'Shean Wang', 'Lu Wang', 'Weizhu Chen']",LoRA: Low-Rank Adaptation of Large Language Models,"['cs.CL', 'cs.AI', 'cs.LG']","  An important paradigm of natural language processing consists of large-scale
pre-training on general domain data and adaptation to particular tasks or
domains. As we pre-train larger models, full fine-tuning, which retrains all
model parameters, becomes less feasible. Using GPT-3 175B as an example --
deploying independent instances of fine-tuned models, each with 175B
parameters, is prohibitively expensive. We propose Low-Rank Adaptation, or
LoRA, which freezes the pre-trained model weights and injects trainable rank
decomposition matrices into each layer of the Transformer architecture, greatly
reducing the number of trainable parameters for downstream tasks. Compared to
GPT-3 175B fine-tuned with Adam, LoRA can reduce the number of trainable
parameters by 10,000 times and the GPU memory requirement by 3 times. LoRA
performs on-par or better than fine-tuning in model quality on RoBERTa,
DeBERTa, GPT-2, and GPT-3, despite having fewer trainable parameters, a higher
training throughput, and, unlike adapters, no additional inference latency. We
also provide an empirical investigation into rank-deficiency in language model
adaptation, which sheds light on the efficacy of LoRA. We release a package
that facilitates the integration of LoRA with PyTorch models and provide our
implementations and model checkpoints for RoBERTa, DeBERTa, and GPT-2 at
https://github.com/microsoft/LoRA.
","[{'version': 'v1', 'created': 'Thu, 17 Jun 2021 17:37:18 GMT'}, {'version': 'v2', 'created': 'Sat, 16 Oct 2021 18:40:34 GMT'}]",cs.CL,2021-06-17 17:37:18,"['language model', 'GPT-3', 'large language model', 'GPT-2', 'BERT']",True,Efficiency & Performance,['microsoft.com'],True,False,False,0.0,989.0,0.9942857142857143,0.9943181818181818,8,0.992872416250891
4864,arXiv:2106.07447,"['Wei-Ning Hsu', 'Benjamin Bolte', 'Yao-Hung Hubert Tsai', 'Kushal Lakhotia', 'Ruslan Salakhutdinov', 'Abdelrahman Mohamed']","HuBERT: Self-Supervised Speech Representation Learning by Masked
  Prediction of Hidden Units","['cs.CL', 'cs.AI', 'cs.LG', 'eess.AS']","  Self-supervised approaches for speech representation learning are challenged
by three unique problems: (1) there are multiple sound units in each input
utterance, (2) there is no lexicon of input sound units during the pre-training
phase, and (3) sound units have variable lengths with no explicit segmentation.
To deal with these three problems, we propose the Hidden-Unit BERT (HuBERT)
approach for self-supervised speech representation learning, which utilizes an
offline clustering step to provide aligned target labels for a BERT-like
prediction loss. A key ingredient of our approach is applying the prediction
loss over the masked regions only, which forces the model to learn a combined
acoustic and language model over the continuous inputs. HuBERT relies primarily
on the consistency of the unsupervised clustering step rather than the
intrinsic quality of the assigned cluster labels. Starting with a simple
k-means teacher of 100 clusters, and using two iterations of clustering, the
HuBERT model either matches or improves upon the state-of-the-art wav2vec 2.0
performance on the Librispeech (960h) and Libri-light (60,000h) benchmarks with
10min, 1h, 10h, 100h, and 960h fine-tuning subsets. Using a 1B parameter model,
HuBERT shows up to 19% and 13% relative WER reduction on the more challenging
dev-other and test-other evaluation subsets.
","[{'version': 'v1', 'created': 'Mon, 14 Jun 2021 14:14:28 GMT'}]",cs.CL,2021-06-14 14:14:28,"['BERT', 'language model']",True,Speech Recognition,[],False,False,False,0.0,931.0,0.9931428571428571,0.9939839572192514,6,0.99215965787598
5231,arXiv:2108.07258,"['Rishi Bommasani', 'Drew A. Hudson', 'Ehsan Adeli', 'Russ Altman', 'Simran Arora', 'Sydney von Arx', 'Michael S. Bernstein', 'Jeannette Bohg', 'Antoine Bosselut', 'Emma Brunskill', 'Erik Brynjolfsson', 'Shyamal Buch', 'Dallas Card', 'Rodrigo Castellon', 'Niladri Chatterji', 'Annie Chen', 'Kathleen Creel', 'Jared Quincy Davis', 'Dora Demszky', 'Chris Donahue', 'Moussa Doumbouya', 'Esin Durmus', 'Stefano Ermon', 'John Etchemendy', 'Kawin Ethayarajh', 'Li Fei-Fei', 'Chelsea Finn', 'Trevor Gale', 'Lauren Gillespie', 'Karan Goel', 'Noah Goodman', 'Shelby Grossman', 'Neel Guha', 'Tatsunori Hashimoto', 'Peter Henderson', 'John Hewitt', 'Daniel E. Ho', 'Jenny Hong', 'Kyle Hsu', 'Jing Huang', 'Thomas Icard', 'Saahil Jain', 'Dan Jurafsky', 'Pratyusha Kalluri', 'Siddharth Karamcheti', 'Geoff Keeling', 'Fereshte Khani', 'Omar Khattab', 'Pang Wei Koh', 'Mark Krass', 'Ranjay Krishna', 'Rohith Kuditipudi', 'Ananya Kumar', 'Faisal Ladhak', 'Mina Lee', 'Tony Lee', 'Jure Leskovec', 'Isabelle Levent', 'Xiang Lisa Li', 'Xuechen Li', 'Tengyu Ma', 'Ali Malik', 'Christopher D. Manning', 'Suvir Mirchandani', 'Eric Mitchell', 'Zanele Munyikwa', 'Suraj Nair', 'Avanika Narayan', 'Deepak Narayanan', 'Ben Newman', 'Allen Nie', 'Juan Carlos Niebles', 'Hamed Nilforoshan', 'Julian Nyarko', 'Giray Ogut', 'Laurel Orr', 'Isabel Papadimitriou', 'Joon Sung Park', 'Chris Piech', 'Eva Portelance', 'Christopher Potts', 'Aditi Raghunathan', 'Rob Reich', 'Hongyu Ren', 'Frieda Rong', 'Yusuf Roohani', 'Camilo Ruiz', 'Jack Ryan', 'Christopher Ré', 'Dorsa Sadigh', 'Shiori Sagawa', 'Keshav Santhanam', 'Andy Shih', 'Krishnan Srinivasan', 'Alex Tamkin', 'Rohan Taori', 'Armin W. Thomas', 'Florian Tramèr', 'Rose E. Wang', 'William Wang', 'Bohan Wu', 'Jiajun Wu', 'Yuhuai Wu', 'Sang Michael Xie', 'Michihiro Yasunaga', 'Jiaxuan You', 'Matei Zaharia', 'Michael Zhang', 'Tianyi Zhang', 'Xikun Zhang', 'Yuhui Zhang', 'Lucia Zheng', 'Kaitlyn Zhou', 'Percy Liang']",On the Opportunities and Risks of Foundation Models,"['cs.LG', 'cs.AI', 'cs.CY']","  AI is undergoing a paradigm shift with the rise of models (e.g., BERT,
DALL-E, GPT-3) that are trained on broad data at scale and are adaptable to a
wide range of downstream tasks. We call these models foundation models to
underscore their critically central yet incomplete character. This report
provides a thorough account of the opportunities and risks of foundation
models, ranging from their capabilities (e.g., language, vision, robotics,
reasoning, human interaction) and technical principles(e.g., model
architectures, training procedures, data, systems, security, evaluation,
theory) to their applications (e.g., law, healthcare, education) and societal
impact (e.g., inequity, misuse, economic and environmental impact, legal and
ethical considerations). Though foundation models are based on standard deep
learning and transfer learning, their scale results in new emergent
capabilities,and their effectiveness across so many tasks incentivizes
homogenization. Homogenization provides powerful leverage but demands caution,
as the defects of the foundation model are inherited by all the adapted models
downstream. Despite the impending widespread deployment of foundation models,
we currently lack a clear understanding of how they work, when they fail, and
what they are even capable of due to their emergent properties. To tackle these
questions, we believe much of the critical research on foundation models will
require deep interdisciplinary collaboration commensurate with their
fundamentally sociotechnical nature.
","[{'version': 'v1', 'created': 'Mon, 16 Aug 2021 17:50:08 GMT'}, {'version': 'v2', 'created': 'Wed, 18 Aug 2021 17:07:22 GMT'}, {'version': 'v3', 'created': 'Tue, 12 Jul 2022 23:45:14 GMT'}]",cs.LG,2021-08-16 17:50:08,"['BERT', 'GPT-3', 'foundation model']",True,Applications of LLMs/ChatGPT,['stanford.edu'],False,True,False,0.26373626370000003,1505.0,0.9975062344139651,0.9973262032085561,114,0.9981120201384519
5020,arXiv:2107.03374,"['Mark Chen', 'Jerry Tworek', 'Heewoo Jun', 'Qiming Yuan', 'Henrique Ponde de Oliveira Pinto', 'Jared Kaplan', 'Harri Edwards', 'Yuri Burda', 'Nicholas Joseph', 'Greg Brockman', 'Alex Ray', 'Raul Puri', 'Gretchen Krueger', 'Michael Petrov', 'Heidy Khlaaf', 'Girish Sastry', 'Pamela Mishkin', 'Brooke Chan', 'Scott Gray', 'Nick Ryder', 'Mikhail Pavlov', 'Alethea Power', 'Lukasz Kaiser', 'Mohammad Bavarian', 'Clemens Winter', 'Philippe Tillet', 'Felipe Petroski Such', 'Dave Cummings', 'Matthias Plappert', 'Fotios Chantzis', 'Elizabeth Barnes', 'Ariel Herbert-Voss', 'William Hebgen Guss', 'Alex Nichol', 'Alex Paino', 'Nikolas Tezak', 'Jie Tang', 'Igor Babuschkin', 'Suchir Balaji', 'Shantanu Jain', 'William Saunders', 'Christopher Hesse', 'Andrew N. Carr', 'Jan Leike', 'Josh Achiam', 'Vedant Misra', 'Evan Morikawa', 'Alec Radford', 'Matthew Knight', 'Miles Brundage', 'Mira Murati', 'Katie Mayer', 'Peter Welinder', 'Bob McGrew', 'Dario Amodei', 'Sam McCandlish', 'Ilya Sutskever', 'Wojciech Zaremba']",Evaluating Large Language Models Trained on Code,['cs.LG'],"  We introduce Codex, a GPT language model fine-tuned on publicly available
code from GitHub, and study its Python code-writing capabilities. A distinct
production version of Codex powers GitHub Copilot. On HumanEval, a new
evaluation set we release to measure functional correctness for synthesizing
programs from docstrings, our model solves 28.8% of the problems, while GPT-3
solves 0% and GPT-J solves 11.4%. Furthermore, we find that repeated sampling
from the model is a surprisingly effective strategy for producing working
solutions to difficult prompts. Using this method, we solve 70.2% of our
problems with 100 samples per problem. Careful investigation of our model
reveals its limitations, including difficulty with docstrings describing long
chains of operations and with binding operations to variables. Finally, we
discuss the potential broader impacts of deploying powerful code generation
technologies, covering safety, security, and economics.
","[{'version': 'v1', 'created': 'Wed, 7 Jul 2021 17:41:24 GMT'}, {'version': 'v2', 'created': 'Wed, 14 Jul 2021 17:16:02 GMT'}]",cs.LG,2021-07-07 17:41:24,"['language model', 'GPT-J', 'large language model', 'GPT-3']",True,Code Generation,['openai.com'],True,False,False,0.14814814810000002,1382.0,0.9962593516209476,0.9963235294117647,58,0.9974826935179358
5133,arXiv:2107.13586,"['Pengfei Liu', 'Weizhe Yuan', 'Jinlan Fu', 'Zhengbao Jiang', 'Hiroaki Hayashi', 'Graham Neubig']","Pre-train, Prompt, and Predict: A Systematic Survey of Prompting Methods
  in Natural Language Processing","['cs.CL', 'cs.AI', 'cs.LG']","  This paper surveys and organizes research works in a new paradigm in natural
language processing, which we dub ""prompt-based learning"". Unlike traditional
supervised learning, which trains a model to take in an input x and predict an
output y as P(y|x), prompt-based learning is based on language models that
model the probability of text directly. To use these models to perform
prediction tasks, the original input x is modified using a template into a
textual string prompt x' that has some unfilled slots, and then the language
model is used to probabilistically fill the unfilled information to obtain a
final string x, from which the final output y can be derived. This framework is
powerful and attractive for a number of reasons: it allows the language model
to be pre-trained on massive amounts of raw text, and by defining a new
prompting function the model is able to perform few-shot or even zero-shot
learning, adapting to new scenarios with few or no labeled data. In this paper
we introduce the basics of this promising paradigm, describe a unified set of
mathematical notations that can cover a wide variety of existing work, and
organize existing work along several dimensions, e.g.the choice of pre-trained
models, prompts, and tuning strategies. To make the field more accessible to
interested beginners, we not only make a systematic review of existing works
and a highly structured typology of prompt-based concepts, but also release
other resources, e.g., a website http://pretrain.nlpedia.ai/ including
constantly-updated survey, and paperlist.
","[{'version': 'v1', 'created': 'Wed, 28 Jul 2021 18:09:46 GMT'}]",cs.CL,2021-07-28 18:09:46,['language model'],True,Prompts & In-Context Learning,['cmu.edu'],False,True,False,0.0,1325.0,0.9950124688279302,0.9956550802139037,6,0.9968533668974198
5400,arXiv:2109.01652,"['Jason Wei', 'Maarten Bosma', 'Vincent Y. Zhao', 'Kelvin Guu', 'Adams Wei Yu', 'Brian Lester', 'Nan Du', 'Andrew M. Dai', 'Quoc V. Le']",Finetuned Language Models Are Zero-Shot Learners,['cs.CL'],"  This paper explores a simple method for improving the zero-shot learning
abilities of language models. We show that instruction tuning -- finetuning
language models on a collection of tasks described via instructions --
substantially improves zero-shot performance on unseen tasks.
  We take a 137B parameter pretrained language model and instruction-tune it on
over 60 NLP tasks verbalized via natural language instruction templates. We
evaluate this instruction-tuned model, which we call FLAN, on unseen task
types. FLAN substantially improves the performance of its unmodified
counterpart and surpasses zero-shot 175B GPT-3 on 20 of 25 tasks that we
evaluate. FLAN even outperforms few-shot GPT-3 by a large margin on ANLI, RTE,
BoolQ, AI2-ARC, OpenbookQA, and StoryCloze. Ablation studies reveal that number
of finetuning datasets, model scale, and natural language instructions are key
to the success of instruction tuning.
","[{'version': 'v1', 'created': 'Fri, 3 Sep 2021 17:55:52 GMT'}, {'version': 'v2', 'created': 'Tue, 5 Oct 2021 02:13:12 GMT'}, {'version': 'v3', 'created': 'Thu, 4 Nov 2021 23:05:34 GMT'}, {'version': 'v4', 'created': 'Thu, 2 Dec 2021 00:45:29 GMT'}, {'version': 'v5', 'created': 'Tue, 8 Feb 2022 20:26:45 GMT'}]",cs.CL,2021-09-03 17:55:52,"['pretrained language model', 'language model', 'GPT-3']",True,Fine-Tuning & Domain Adaptation,[],False,False,False,0.0,1001.0,0.9937655860349127,0.9946524064171123,9,0.9962240402769037
5388,arXiv:2109.01134,"['Kaiyang Zhou', 'Jingkang Yang', 'Chen Change Loy', 'Ziwei Liu']",Learning to Prompt for Vision-Language Models,"['cs.CV', 'cs.AI', 'cs.LG']","  Large pre-trained vision-language models like CLIP have shown great potential
in learning representations that are transferable across a wide range of
downstream tasks. Different from the traditional representation learning that
is based mostly on discretized labels, vision-language pre-training aligns
images and texts in a common feature space, which allows zero-shot transfer to
a downstream task via prompting, i.e., classification weights are synthesized
from natural language describing classes of interest. In this work, we show
that a major challenge for deploying such models in practice is prompt
engineering, which requires domain expertise and is extremely time-consuming --
one needs to spend a significant amount of time on words tuning since a slight
change in wording could have a huge impact on performance. Inspired by recent
advances in prompt learning research in natural language processing (NLP), we
propose Context Optimization (CoOp), a simple approach specifically for
adapting CLIP-like vision-language models for downstream image recognition.
Concretely, CoOp models a prompt's context words with learnable vectors while
the entire pre-trained parameters are kept fixed. To handle different image
recognition tasks, we provide two implementations of CoOp: unified context and
class-specific context. Through extensive experiments on 11 datasets, we
demonstrate that CoOp requires as few as one or two shots to beat hand-crafted
prompts with a decent margin and is able to gain significant improvements over
prompt engineering with more shots, e.g., with 16 shots the average gain is
around 15% (with the highest reaching over 45%). Despite being a learning-based
approach, CoOp achieves superb domain generalization performance compared with
the zero-shot model using hand-crafted prompts.
","[{'version': 'v1', 'created': 'Thu, 2 Sep 2021 17:57:31 GMT'}, {'version': 'v2', 'created': 'Tue, 21 Sep 2021 10:18:43 GMT'}, {'version': 'v3', 'created': 'Sun, 6 Feb 2022 12:10:40 GMT'}, {'version': 'v4', 'created': 'Sat, 30 Jul 2022 14:07:52 GMT'}, {'version': 'v5', 'created': 'Fri, 12 Aug 2022 08:12:06 GMT'}, {'version': 'v6', 'created': 'Thu, 6 Oct 2022 11:36:09 GMT'}]",cs.CV,2021-09-02 17:57:31,['language model'],True,Vision-Language Models,['ntu.edu.sg'],False,True,,,607.0,0.9925187032418953,0.9923128342245989,4,0.9943360604153556
5978,arXiv:2110.08207,"['Victor Sanh', 'Albert Webson', 'Colin Raffel', 'Stephen H. Bach', 'Lintang Sutawika', 'Zaid Alyafeai', 'Antoine Chaffin', 'Arnaud Stiegler', 'Teven Le Scao', 'Arun Raja', 'Manan Dey', 'M Saiful Bari', 'Canwen Xu', 'Urmish Thakker', 'Shanya Sharma Sharma', 'Eliza Szczechla', 'Taewoon Kim', 'Gunjan Chhablani', 'Nihal Nayak', 'Debajyoti Datta', 'Jonathan Chang', 'Mike Tian-Jian Jiang', 'Han Wang', 'Matteo Manica', 'Sheng Shen', 'Zheng Xin Yong', 'Harshit Pandey', 'Rachel Bawden', 'Thomas Wang', 'Trishala Neeraj', 'Jos Rozen', 'Abheesht Sharma', 'Andrea Santilli', 'Thibault Fevry', 'Jason Alan Fries', 'Ryan Teehan', 'Tali Bers', 'Stella Biderman', 'Leo Gao', 'Thomas Wolf', 'Alexander M. Rush']",Multitask Prompted Training Enables Zero-Shot Task Generalization,"['cs.LG', 'cs.CL']","  Large language models have recently been shown to attain reasonable zero-shot
generalization on a diverse set of tasks (Brown et al., 2020). It has been
hypothesized that this is a consequence of implicit multitask learning in
language models' pretraining (Radford et al., 2019). Can zero-shot
generalization instead be directly induced by explicit multitask learning? To
test this question at scale, we develop a system for easily mapping any natural
language tasks into a human-readable prompted form. We convert a large set of
supervised datasets, each with multiple prompts with diverse wording. These
prompted datasets allow for benchmarking the ability of a model to perform
completely held-out tasks. We fine-tune a pretrained encoder-decoder model
(Raffel et al., 2020; Lester et al., 2021) on this multitask mixture covering a
wide variety of tasks. The model attains strong zero-shot performance on
several standard datasets, often outperforming models up to 16x its size.
Further, our approach attains strong performance on a subset of tasks from the
BIG-bench benchmark, outperforming models up to 6x its size. All trained models
are available at https://github.com/bigscience-workshop/t-zero and all prompts
are available at https://github.com/bigscience-workshop/promptsource.
","[{'version': 'v1', 'created': 'Fri, 15 Oct 2021 17:08:57 GMT'}, {'version': 'v2', 'created': 'Mon, 13 Dec 2021 03:31:00 GMT'}, {'version': 'v3', 'created': 'Thu, 17 Mar 2022 17:53:01 GMT'}]",cs.LG,2021-10-15 17:08:57,"['language model', 'large language model']",True,Prompts & In-Context Learning,[],False,False,False,0.1785714286,816.0,0.9987293519695044,0.9933155080213903,41,0.9955947136563876
6530,arXiv:2112.11446,"['Jack W. Rae', 'Sebastian Borgeaud', 'Trevor Cai', 'Katie Millican', 'Jordan Hoffmann', 'Francis Song', 'John Aslanides', 'Sarah Henderson', 'Roman Ring', 'Susannah Young', 'Eliza Rutherford', 'Tom Hennigan', 'Jacob Menick', 'Albin Cassirer', 'Richard Powell', 'George van den Driessche', 'Lisa Anne Hendricks', 'Maribeth Rauh', 'Po-Sen Huang', 'Amelia Glaese', 'Johannes Welbl', 'Sumanth Dathathri', 'Saffron Huang', 'Jonathan Uesato', 'John Mellor', 'Irina Higgins', 'Antonia Creswell', 'Nat McAleese', 'Amy Wu', 'Erich Elsen', 'Siddhant Jayakumar', 'Elena Buchatskaya', 'David Budden', 'Esme Sutherland', 'Karen Simonyan', 'Michela Paganini', 'Laurent Sifre', 'Lena Martens', 'Xiang Lorraine Li', 'Adhiguna Kuncoro', 'Aida Nematzadeh', 'Elena Gribovskaya', 'Domenic Donato', 'Angeliki Lazaridou', 'Arthur Mensch', 'Jean-Baptiste Lespiau', 'Maria Tsimpoukelli', 'Nikolai Grigorev', 'Doug Fritz', 'Thibault Sottiaux', 'Mantas Pajarskas', 'Toby Pohlen', 'Zhitao Gong', 'Daniel Toyama', ""Cyprien de Masson d'Autume"", 'Yujia Li', 'Tayfun Terzi', 'Vladimir Mikulik', 'Igor Babuschkin', 'Aidan Clark', 'Diego de Las Casas', 'Aurelia Guy', 'Chris Jones', 'James Bradbury', 'Matthew Johnson', 'Blake Hechtman', 'Laura Weidinger', 'Iason Gabriel', 'William Isaac', 'Ed Lockhart', 'Simon Osindero', 'Laura Rimell', 'Chris Dyer', 'Oriol Vinyals', 'Kareem Ayoub', 'Jeff Stanway', 'Lorrayne Bennett', 'Demis Hassabis', 'Koray Kavukcuoglu', 'Geoffrey Irving']","Scaling Language Models: Methods, Analysis & Insights from Training
  Gopher","['cs.CL', 'cs.AI']","  Language modelling provides a step towards intelligent communication systems
by harnessing large repositories of written human knowledge to better predict
and understand the world. In this paper, we present an analysis of
Transformer-based language model performance across a wide range of model
scales -- from models with tens of millions of parameters up to a 280 billion
parameter model called Gopher. These models are evaluated on 152 diverse tasks,
achieving state-of-the-art performance across the majority. Gains from scale
are largest in areas such as reading comprehension, fact-checking, and the
identification of toxic language, but logical and mathematical reasoning see
less benefit. We provide a holistic analysis of the training dataset and
model's behaviour, covering the intersection of model scale with bias and
toxicity. Finally we discuss the application of language models to AI safety
and the mitigation of downstream harms.
","[{'version': 'v1', 'created': 'Wed, 8 Dec 2021 19:41:47 GMT'}, {'version': 'v2', 'created': 'Fri, 21 Jan 2022 18:39:38 GMT'}]",cs.CL,2021-12-08 19:41:47,['language model'],True,Societal Implications of LLMs,['deepmind.com'],True,False,False,0.3428571429,619.0,0.9974587039390089,0.9926470588235294,80,0.9949653870358716
6075,arXiv:2110.14168,"['Karl Cobbe', 'Vineet Kosaraju', 'Mohammad Bavarian', 'Mark Chen', 'Heewoo Jun', 'Lukasz Kaiser', 'Matthias Plappert', 'Jerry Tworek', 'Jacob Hilton', 'Reiichiro Nakano', 'Christopher Hesse', 'John Schulman']",Training Verifiers to Solve Math Word Problems,"['cs.LG', 'cs.CL']","  State-of-the-art language models can match human performance on many tasks,
but they still struggle to robustly perform multi-step mathematical reasoning.
To diagnose the failures of current models and support research, we introduce
GSM8K, a dataset of 8.5K high quality linguistically diverse grade school math
word problems. We find that even the largest transformer models fail to achieve
high test performance, despite the conceptual simplicity of this problem
distribution. To increase performance, we propose training verifiers to judge
the correctness of model completions. At test time, we generate many candidate
solutions and select the one ranked highest by the verifier. We demonstrate
that verification significantly improves performance on GSM8K, and we provide
strong empirical evidence that verification scales more effectively with
increased data than a finetuning baseline.
","[{'version': 'v1', 'created': 'Wed, 27 Oct 2021 04:49:45 GMT'}, {'version': 'v2', 'created': 'Thu, 18 Nov 2021 00:23:45 GMT'}]",cs.LG,2021-10-27 04:49:45,['language model'],True,"LLMs, Reasoning, Chain-of-Thought",['openai.com'],True,False,False,0.0,452.0,0.9961880559085133,0.9903074866310161,12,0.9930774071743235
6260,arXiv:2111.11432,"['Lu Yuan', 'Dongdong Chen', 'Yi-Ling Chen', 'Noel Codella', 'Xiyang Dai', 'Jianfeng Gao', 'Houdong Hu', 'Xuedong Huang', 'Boxin Li', 'Chunyuan Li', 'Ce Liu', 'Mengchen Liu', 'Zicheng Liu', 'Yumao Lu', 'Yu Shi', 'Lijuan Wang', 'Jianfeng Wang', 'Bin Xiao', 'Zhen Xiao', 'Jianwei Yang', 'Michael Zeng', 'Luowei Zhou', 'Pengchuan Zhang']",Florence: A New Foundation Model for Computer Vision,"['cs.CV', 'cs.AI', 'cs.LG']","  Automated visual understanding of our diverse and open world demands computer
vision models to generalize well with minimal customization for specific tasks,
similar to human vision. Computer vision foundation models, which are trained
on diverse, large-scale dataset and can be adapted to a wide range of
downstream tasks, are critical for this mission to solve real-world computer
vision applications. While existing vision foundation models such as CLIP,
ALIGN, and Wu Dao 2.0 focus mainly on mapping images and textual
representations to a cross-modal shared representation, we introduce a new
computer vision foundation model, Florence, to expand the representations from
coarse (scene) to fine (object), from static (images) to dynamic (videos), and
from RGB to multiple modalities (caption, depth). By incorporating universal
visual-language representations from Web-scale image-text data, our Florence
model can be easily adapted for various computer vision tasks, such as
classification, retrieval, object detection, VQA, image caption, video
retrieval and action recognition. Moreover, Florence demonstrates outstanding
performance in many types of transfer learning: fully sampled fine-tuning,
linear probing, few-shot transfer and zero-shot transfer for novel images and
objects. All of these properties are critical for our vision foundation model
to serve general purpose vision tasks. Florence achieves new state-of-the-art
results in majority of 44 representative benchmarks, e.g., ImageNet-1K
zero-shot classification with top-1 accuracy of 83.74 and the top-5 accuracy of
97.18, 62.4 mAP on COCO fine tuning, 80.36 on VQA, and 87.8 on Kinetics-600.
","[{'version': 'v1', 'created': 'Mon, 22 Nov 2021 18:59:55 GMT'}]",cs.CV,2021-11-22 18:59:55,['foundation model'],True,Vision-Language Models,['microsoft.com'],True,False,False,0.1111111111,418.0,0.9949174078780177,0.9896390374331551,23,0.9918187539332913
